통합시군구코드,기부자명,기부건수
연제구,자유교역,1
연제구,장스푸드(주),2
연제구,재단법인 케이알엑스 국민행복재단,1
연제구,재단법인 하이랜드미래재단,1
연제구,재단법인비엔케이금융그룹희망나눔재단,1
연제구,정양산업(주),4
연제구,정우식품,2
연제구,정원식품,4
연제구,정진종합상사,1
연제구,제이와이상사,1
연제구,제이크리에이션(주),1
연제구,주)코스트코코리아,71
연제구,주식회사 강서유통,49
연제구,주식회사 건일품,1
연제구,주식회사 나주인터내셔날,1
연제구,주식회사 다솜채,2
연제구,주식회사 담터에프엔비 Damtuh F&B Corp.,6
연제구,주식회사 대인무역,1
연제구,주식회사 더,4
연제구,주식회사 덕흥,1
연제구,주식회사 도담에프에스,1
연제구,주식회사 등푸른식품,3
연제구,주식회사 라이프앤쿡,4
연제구,주식회사 로키 (ROKI),1
연제구,주식회사 바른씨,1
연제구,주식회사 바이온,1
연제구,주식회사 서진악세스,3
연제구,주식회사 세경에프앤비,1
연제구,주식회사 소담인터내셔널,1
연제구,주식회사 스위트드림,1
연제구,주식회사 신광식품,2
연제구,주식회사 신화유통,6
연제구,주식회사 아이비에스,1
연제구,주식회사 에스아이푸드,1
연제구,주식회사 엔젯오리진,15
연제구,주식회사 오션프렌드,2
연제구,주식회사 웰본,5
연제구,주식회사 이머징시스템,1
연제구,주식회사 지이스트,4
연제구,주식회사 참푸드,1
연제구,주식회사 청정한씨푸드,1
연제구,주식회사 파란나라,2
연제구,주식회사 평중,1
연제구,주식회사 포쉐프,1
연제구,주식회사 푸드어셈블,2
연제구,주식회사 프렌드리,2
연제구,주식회사 필리코인터내셔널,1
연제구,주식회사 하늘처럼,2
연제구,주식회사 한국수리미,1
연제구,주식회사 한우사랑,19
연제구,주식회사 해피센트,1
연제구,주식회사하늘처럼,1
연제구,중앙철재,2
연제구,지에프,1
연제구,지우앤시우,1
연제구,진영무역,7
연제구,참존식품,2
연제구,청림,1
연제구,청호냉동,1
연제구,커버스 사직클럽,1
연제구,컴커피 연산시청점,32
연제구,케이비인터내셔널,2
연제구,케이제이씨컴퍼니,1
연제구,코스마미,15
연제구,코스코리아 주식회사,1
연제구,코카콜라음료 주식회사,34
연제구,태성무역,2
연제구,파리바게뜨 거제시장점,11
연제구,파리바게뜨 부산시청,1030
연제구,파리바게뜨(거제시장점),547
연제구,파리바게뜨(서면태화점),28
연제구,파리바게뜨(연산연일),6
연제구,파리바게트 교대점,450
연제구,파리바게트 부산시청점,8
연제구,파리바게트 시청점,3
연제구,파리바게트 신리삼거리점,1
연제구,파리바게트(연동점),13
연제구,파리바게트[거제월드],92
연제구,파리크라상(주) 연산베이킹,79
연제구,파리크라상(주)범일베이킹B/C,93
연제구,파리크라상(주)범일베이킹T/C,96
연제구,팔구어묵,33
연제구,퍼시픽 아이앤이(PACIFIC INE),2
연제구,푸르미영농조합법인,1
연제구,프레시스 주식회사,3
연제구,프리젠트주식회사,1
연제구,프흐미에,1
연제구,피엔비푸드,3
연제구,피피이씨의령두부공장,1
연제구,하나유통,13
연제구,한국과수농업협동조합연합회,1
연제구,한국맥도날드유한회사,6
연제구,한국자산관리공사,1
연제구,한국토지주택공사,45
연제구,한국토지주택공사 부산울산지역본부,1
연제구,한마음영농조합법인,3
연제구,해동시스템,1
연제구,현대축산유통,1
연제구,협신자동차서비스주식회사,80
연제구,황금유통,1
영도구,(주)디앤티토탈서비스,5
영도구,(주)롯데리아크리스피크림부산롯데광복점,137
영도구,(주)매일마린,2
영도구,(주)신원전기,2
영도구,(주)에이투지건설,2
영도구,(주)오뚜기,3457
영도구,(주)유원종합건설,1
영도구,(주)치어스,1
영도구,BNK 부산은행,3
영도구,BS금융그룹희망나눔재단,1
영도구,OPS,1
영도구,개인기부자,122
영도구,경원무역,2
영도구,궐성종합유통,1
영도구,김 & 김치,4
영도구,남양유업,1
영도구,농협 남항지점,1
영도구,대교마트,1
영도구,대교초등학교,1
영도구,대원사,2
영도구,대평초등학교,1
영도구,덕이네돼지국밥,24
영도구,던킨도너츠(동삼점),29
영도구,동삼초등학교,1
영도구,떡보의하루 영도중구점,20
영도구,릴리웰 주식회사,1
영도구,메종드콘,1
영도구,메종드콘&뷰커피,1
영도구,봉삼초등학교,1
영도구,부산개인택시반야회,2
영도구,부산아이파크축구단,1
영도구,부산체육고등학교,215
영도구,부산항 신협,1
영도구,삼진식품(주),45
영도구,새감천식품,1
영도구,새마을금고,4
영도구,새마을운동영도구지회,1
영도구,서울떡집,228
영도구,성림종합물류,1
영도구,세계식품(주),3
영도구,신한씨앤에스,1
영도구,영도 애경,1
영도구,영도구여성자원봉사후원회,1
영도구,영도구청,37
영도구,영도구청(주)농협중앙회,2
영도구,영도라이온스클럽,2
영도구,영도문화예술회관,2
영도구,원광사,2
영도구,이가앤쿡,1
영도구,임마누엘교회,2
영도구,진보상사,382
영도구,청학초등하교,1
영도구,파리바게뜨 동삼점,213
영도구,파리바게뜨 영도남항점,269
영도구,한국도시농업관리사협회,1
영도구,한국자유총연맹영도구지회,1
영도구,한일식품,1
영도구,항만소방서 의용소방대,1
영도구,해양환경교육원,1
영도구,황보승희 국회의원 사무실,4
중구,(주)오뚜기,51698
중구,(주)케이유통,10
중구,가락상사,773
중구,개인기부자,155
중구,다은상사,773
중구,또아식빵,91
중구,롯데삼동복지재단,34
중구,롯데제과(주),6343
중구,명신양행,1
중구,미도유통,424
중구,북부산 상사,811
중구,비엔씨 제과,16
중구,서기영 베이커리,17
중구,세광,1
중구,수정오뚜기,1335
중구,신거제푸르밀대리점,3
중구,아모스,1
중구,아이유피쉬몰,1
중구,유림종합물류,45
중구,으뜸유통주식회사,3
중구,쥬비샵,1
중구,진보상사(오뚜기),544
중구,진성물산,9
중구,진스F&B,9
중구,춘하추동관광협동초합,1
중구,충무오뚜기식품,552
중구,카페 밀한줌,6
중구,케이제이씨컴퍼니,1
중구,코코식빵,20
중구,파리바게뜨 광복점,52
중구,파리바게뜨 남포점,656
중구,파리바게뜨 대청점,660
중구,파리바게뜨 부평점,164
중구,파리바게뜨 부평중앙점,143
중구,파리바게뜨 자갈치점,17
중구,파리바게뜨 중앙역점,245
중구,파리바게뜨(자갈치점),48
중구,프랑가스트,200
해운대구,(사)이웃나눔회,2
해운대구,(주)고래사,227
해운대구,(주)나나드림,95
해운대구,(주)동부청과,148
해운대구,(주)동성리테일,36
해운대구,(주)디앤디이,71
해운대구,(주)디엔디이,61
해운대구,(주)리듬엔베이커리,17
해운대구,(주)비오비,129
해운대구,(주)소맥베이커리,216
해운대구,(주)예백디앤씨,2
해운대구,(주)오뚜기,2161
해운대구,(주)제이제이씨 네트웍스(송사부),312
해운대구,(주)팔도,82
해운대구,(주)한국말렌카,4
해운대구,(주)한아트레이딩,2
해운대구,BBINNOVATION(비비),54
해운대구,GS슈퍼 대동점,488
해운대구,Q마트,1
해운대구,S&J 베이커리,50
해운대구,S&J베이커리,146
해운대구,감성축산,17
해운대구,갓식빵,156
해운대구,개인기부자,167
해운대구,고메빵집,732
해운대구,궐성종합유통,1
해운대구,그랑제리 마린시티점,136
해운대구,꽃가람,2
해운대구,녹원푸드,3
해운대구,농업회사법인 이디프(주) 중앙79,1
해운대구,농협반여공판장채소부,1
해운대구,농협은행(주) 해운대지점,6
해운대구,뉴벨브레드,385
해운대구,늘푸드앤시스템(천일식품),1
해운대구,대가 F&C,1
해운대구,대영유통,1
해운대구,더데이지,910
해운대구,더데이지 중앙하이츠점,292
해운대구,데일리팡,13
해운대구,도담도담식빵  해운대점,9
해운대구,도담도담식빵 우동점,8
해운대구,도담도담식빵 해운대우동점,13
해운대구,도레도레센텀점,5
해운대구,도레도레청사포점,3
해운대구,동아오츠카(주),3
해운대구,떡굽는사람맛디댜,25
해운대구,또아식빵,428
해운대구,뚜레쥬르 마린점,172
해운대구,뚜레쥬르 반여점,239
해운대구,뚜레쥬르 센텀점,1150
해운대구,뚜레쥬르 장산역점,2157
해운대구,뚜레쥬르 중동점,72
해운대구,뚜레쥬르센텀점,269
해운대구,라두스쌀빵,78
해운대구,라메종드쇼콜라,52
해운대구,롤링핀 센텀점,155
해운대구,롤링핀 장산점,793
해운대구,롤링핀 홈플러스(HP)센텀시티,197
해운대구,롤링핀(h스위트점),304
해운대구,롯데삼동복지재단,50
해운대구,마조아 베이커리,51
해운대구,마조아베이커리,291
해운대구,미식가의구이안락점,23
해운대구,미진이엔씨,2
해운대구,미포끝집해운대소문난전복장어구이,17
해운대구,바죠성경식품,1
해운대구,베니제과(코트도르 장산),8
해운대구,베니제과점(코트도르 장산),146
해운대구,베이킹타임 재송점,415
해운대구,부산중앙청과,100
해운대구,브라운커널 해운대점,8
해운대구,브리오슈도레 해운대점,8
해운대구,빠아앙,115
해운대구,빵장수단팥빵,274
해운대구,빵장수단팥빵 센텀점,52
해운대구,사회복지공동모금회,4
해운대구,삼성빅마트,1
해운대구,삼진식품(주),11
해운대구,새운산업(주),2
해운대구,서울우유,3
해운대구,선진유통,3
해운대구,소담베이커리,465
해운대구,스프레드,39
해운대구,아네토,178
해운대구,아슬란,66
해운대구,아슬란 베이커리,362
해운대구,에끄로와,117
해운대구,영광이네,96
해운대구,영원무역,1
해운대구,오뚜기,41
해운대구,오연당,269
해운대구,옵스 신도시점,93
해운대구,옵스 카멜리아오뜨점,162
해운대구,유동커피,396
해운대구,유동커피 센텀점,44
해운대구,유동커피장산,288
해운대구,윤베이커리,283
해운대구,은하상사,15
해운대구,익명단체,1
해운대구,자미당 장산점,156
해운대구,자연드림 좌동점,1832
해운대구,정관과일도소매센터,2
해운대구,젠틀맨플라워,1
해운대구,주식회사 소셜빈,3
해운대구,주식회사 쿱스토어부산(마린시티),1310
해운대구,주식회사신일씨제이,1
해운대구,지파운데이션,16
해운대구,진피부과,1
해운대구,총각떡집,4
해운대구,카페해운대1994,6
해운대구,커브스우동클럽,31
해운대구,커브스재송클럽,20
해운대구,케이엔엘,3
해운대구,코트도르 마린시티,27
해운대구,쿱스토어 마린점,57
해운대구,쿱스토어 장산점,972
해운대구,태산유통(도은호),1
해운대구,태양라이온스클럽,1
해운대구,태평양FS,4
해운대구,파리바게뜨 장산점,19
해운대구,파리바게뜨 좌동,1794
해운대구,파리바게뜨 해운대센텀점,218
해운대구,파리바게뜨 해운대센텀점.,54
해운대구,파리바게트 마린점,1051
해운대구,파리바게트 반여점,1316
해운대구,파리바게트 장산현대점,524
해운대구,파리바게트 재송점,1174
해운대구,파리바게트 좌동점,177
해운대구,파리바게트 팔레드시즈점,563
해운대구,파리바게트 해운대센텀점,82
해운대구,파리바게트 해운대수비점,1139
해운대구,파리바게트 해운대장산점,1970
해운대구,파리바게트센텀재송지점,269
해운대구,파리바게트해운대센텀점,641
해운대구,파티세리 곽,1288
해운대구,파티쉐리 곽,112
해운대구,퐁데자르,5
해운대구,프럼 준,86
해운대구,프럼준,16
해운대구,플라잉스콘,1322
해운대구,한케이크,5
해운대구,해운대구청,31
해운대구,해운대구청 주민복지과,11
해운대구,해운대라이온스클럽,1
해운대구,해운대제일교회,1
해운대구,해운대종합사회복지관,340
해운대구,홈플러스 센텀시티점,1
해운대구,홈플러스 이파란재단,1
해운대구,홍루이젠,14
