,상호명,상권업종대분류명,표준산업분류명,시군구명,도로명주소,경도,위도
211,대원글로벌유통,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 사직북로28번길 41,129.061954694275,35.1995685789733
212,알리바바,소매,"빵류, 과자류 및 당류 소매업",해운대구,부산광역시 해운대구 재반로 214-2,129.131093592796,35.1964006069067
213,수진상회,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 동래시장길 14,129.085961867513,35.203826518793
214,오디팜,소매,"채소, 과실 및 뿌리작물 소매업",영도구,부산광역시 영도구 중리남로 41-1,129.068821315286,35.0705185999706
215,백석익투스엄마의손,소매,조리 반찬류 소매업,해운대구,부산광역시 해운대구 센텀중앙로 145,129.123619904461,35.1767749992096
216,다올마트,소매,기타 음ㆍ식료품 위주 종합 소매업,수영구,부산광역시 수영구 망미배산로36번길 117,129.103710609913,35.1796081262332
217,행복마트,소매,슈퍼마켓,영도구,부산광역시 영도구 동삼오션로 30,129.08384847832,35.0685103246613
218,신암수산,소매,"신선, 냉동 및 기타 수산물 소매업",기장군,부산광역시 기장군 기장읍 읍내로104번길 16,129.214890760004,35.2437128640563
219,농산물1번마트과일,소매,"채소, 과실 및 뿌리작물 소매업",동구,부산광역시 동구 수정중로 12,129.044038453167,35.1295689807545
220,영남상회,소매,"채소, 과실 및 뿌리작물 소매업",연제구,부산광역시 연제구 월드컵대로58번길 32,129.086377663297,35.1797918754497
221,자갈치수산,소매,"신선, 냉동 및 기타 수산물 소매업",금정구,부산광역시 금정구 서동시장뒷길 18,129.102639040926,35.2156821841674
222,동네할인마트,소매,기타 식료품 소매업,부산진구,부산광역시 부산진구 당감로34번길 16,129.040207817629,35.1648194465822
223,정미떡집,음식,떡류 제조업,동래구,부산광역시 동래구 충렬대로249번길 31,129.086550678384,35.2026854940073
224,행복마트,소매,슈퍼마켓,금정구,부산광역시 금정구 남산로 18,129.090334703007,35.2671901415249
225,연산중국식품점,소매,기타 식료품 소매업,연제구,부산광역시 연제구 중앙대로1038번길 50,129.079829973522,35.1794628313168
226,동부산식품유통,소매,기타 식료품 소매업,금정구,부산광역시 금정구 회천로25번길 23,129.114460313174,35.2271476279065
227,빙빙빙아이스크림할인점,소매,"빵류, 과자류 및 당류 소매업",해운대구,부산광역시 해운대구 재송1로26번길 3,129.122319999292,35.1876306800456
228,구내매점,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 수림로 92,129.081827643572,35.2415232078943
229,새벽로장터,소매,"채소, 과실 및 뿌리작물 소매업",연제구,부산광역시 연제구 세병로 11,129.084233294102,35.189446905122
230,여차리,소매,건어물 및 젓갈류 소매업,사하구,부산광역시 사하구 다대동로8번길 57,128.972358926775,35.05668233165
231,커피팜로스팅하우스,소매,기타 식료품 소매업,사하구,부산광역시 사하구 다대로 3,128.977040296484,35.1017874043047
232,청명,소매,건강 보조식품 소매업,해운대구,부산광역시 해운대구 재반로 96-17,129.126122150968,35.1870635702054
233,아이스크림할인마트,소매,"빵류, 과자류 및 당류 소매업",동래구,부산광역시 동래구 여고북로 106-1,129.071010657626,35.2009580776863
234,찬들로,소매,조리 반찬류 소매업,부산진구,부산광역시 부산진구 동평로183번길 98,129.048929386869,35.1712703204032
235,우신축산,소매,육류 소매업,남구,부산광역시 남구 고동골로78번길 83,129.076147404309,35.1441070364248
236,낚시놀이터,소매,기타 음ㆍ식료품 위주 종합 소매업,중구,부산광역시 중구 광복로39번길 22,129.029451018138,35.1012184991344
237,두부나라,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 금정로119번길 20,129.086494757671,35.2355773752545
238,아이스나라,소매,"빵류, 과자류 및 당류 소매업",북구,부산광역시 북구 만덕1로10번길 8,129.036172218852,35.21442146052
239,떡잎공방,음식,조리 반찬류 소매업,수영구,부산광역시 수영구 연수로357번길 17-10,129.110207626189,35.1721664085103
240,글로리마트,소매,기타 음ㆍ식료품 위주 종합 소매업,남구,부산광역시 남구 못골로 49,129.087781547471,35.1359897798896
241,바다슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,강서구,부산광역시 강서구 가덕해안로 1309,128.825332773131,35.0067597383124
242,석운상사,소매,"신선, 냉동 및 기타 수산물 소매업",서구,부산광역시 서구 충무대로 234,129.024799341694,35.0914866828594
243,해은상회,소매,건어물 및 젓갈류 소매업,부산진구,부산광역시 부산진구 새싹로14번길 70,129.060277937492,35.1617880392108
244,자갈치맘,소매,건어물 및 젓갈류 소매업,중구,부산광역시 중구 태종로 18,129.035642300289,35.0964243900772
245,기장굿푸드협동조합,소매,"채소, 과실 및 뿌리작물 소매업",기장군,부산광역시 기장군 장안읍 방모산1길 61,129.255890930607,35.3374044969381
246,웰빙떡고을,음식,떡류 제조업,사하구,부산광역시 사하구 제석로 71,128.975424675684,35.1070375937053
247,까페리토,소매,기타 음ㆍ식료품 위주 종합 소매업,동구,부산광역시 동구 대영로 261,129.039293257874,35.1118792357591
248,유관장,소매,음료 소매업,동구,부산광역시 동구 조방로 48,129.061061577534,35.1409860421032
249,오양생선,소매,"신선, 냉동 및 기타 수산물 소매업",사상구,부산광역시 사상구 덕상로 8-35,128.989780936457,35.1721196069198
250,그린,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 백양순환로 162,129.041468282889,35.1663950683253
251,나원김치,소매,조리 반찬류 소매업,금정구,부산광역시 금정구 서부로 12,129.104359463056,35.2153870751045
252,반찬이야기,소매,조리 반찬류 소매업,기장군,부산광역시 기장군 기장읍 차성로418번길 24,129.21568832505,35.2529798766254
253,정직한정육점,소매,육류 소매업,금정구,부산광역시 금정구 금강로446번길 46,129.090337917882,35.2485586986524
254,화광유통,소매,건어물 및 젓갈류 소매업,기장군,부산광역시 기장군 기장읍 무양2길 16,129.227038478474,35.2259325994501
255,동진물산,소매,"채소, 과실 및 뿌리작물 소매업",사하구,부산광역시 사하구 다대로83번길 50,128.980594209983,35.0935558949812
256,심터,소매,조리 반찬류 소매업,서구,부산광역시 서구 충무대로267번길 9,129.023465665437,35.0944635701658
257,대신동마카롱,소매,"빵류, 과자류 및 당류 소매업",서구,부산광역시 서구 구덕로322번길 23,129.017675616888,35.1130541881062
258,동원축산,소매,육류 소매업,동래구,부산광역시 동래구 충렬대로249번길 19,129.08650051425,35.2022172249553
259,에디스구내매점,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 낙동대로 361,128.977892520649,35.1015101110007
260,강경맛있는반찬,소매,조리 반찬류 소매업,수영구,부산광역시 수영구 망미배산로10번길 56,129.106818835061,35.1764609719721
261,8번주영이네,소매,"신선, 냉동 및 기타 수산물 소매업",기장군,부산광역시 기장군 기장읍 기장해안로 668,129.23333783086,35.2204603940086
262,춘자네닭집,소매,육류 소매업,사하구,부산광역시 사하구 낙동대로199번길 13,128.995468578348,35.1000960892809
263,세븐일레븐부산괴정,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 사하로141번길 69,128.989278098082,35.0951890166731
264,소문난고기,소매,육류 소매업,해운대구,부산광역시 해운대구 해운대로61번길 97,129.129131137057,35.1950398108091
265,다마트대림,소매,슈퍼마켓,북구,부산광역시 북구 금곡대로 268,129.015152914764,35.2314284255489
266,영슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,해운대구,부산광역시 해운대구 선수촌로 150-1,129.122174696097,35.2066060788512
267,유나유통,소매,"빵류, 과자류 및 당류 소매업",금정구,부산광역시 금정구 개좌로 21-1,129.108979076934,35.2158676467159
268,에이치아이헬스,소매,건강 보조식품 소매업,부산진구,부산광역시 부산진구 중앙대로 672,129.059626430918,35.1530231927924
269,부산계란유통,소매,기타 식료품 소매업,영도구,부산광역시 영도구 남항로 43,129.041170118474,35.0886700477326
270,바른정육점,소매,육류 소매업,북구,부산광역시 북구 금곡대로616번길 41,129.016286234784,35.2623904507916
271,청년청과,소매,"채소, 과실 및 뿌리작물 소매업",사하구,부산광역시 사하구 사하로 139-1,128.992942451847,35.0943838530109
272,정가득찬반찬,소매,조리 반찬류 소매업,사상구,부산광역시 사상구 주례로10번길 128,129.0044540595,35.149454883022
273,떡시루,음식,떡류 제조업,해운대구,부산광역시 해운대구 마린시티2로 33,129.144841326609,35.1572236013279
274,대덕솔트텍,소매,기타 식료품 소매업,연제구,부산광역시 연제구 중앙대로 1217,129.079835047772,35.1964448948995
275,부산맘,소매,건강 보조식품 소매업,사하구,부산광역시 사하구 낙동대로 451,128.969017146458,35.1050517962596
276,농축산365일할인마트,소매,슈퍼마켓,사상구,부산광역시 사상구 사상로310번길 13,128.984394281657,35.1724068787155
277,경북할인마트,소매,기타 음ㆍ식료품 위주 종합 소매업,동구,부산광역시 동구 성북로 46-4,129.049633406749,35.1380568804655
278,픽미픽미아이스하단,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 낙동대로 523,128.965180501656,35.1108424009865
279,드림마트,소매,슈퍼마켓,연제구,부산광역시 연제구 과정로287번길 51,129.095802313274,35.1858814615288
280,정관수마트정육,소매,육류 소매업,기장군,부산광역시 기장군 정관읍 용수로 62,129.175493545382,35.3283341939434
281,하동재첩국,소매,기타 식료품 소매업,금정구,부산광역시 금정구 금강로 700,129.089315208375,35.26984936196
282,빙하시대,소매,"빵류, 과자류 및 당류 소매업",수영구,부산광역시 수영구 수영로665번길 28,129.1134246323,35.1657640877398
283,아이스스토리,소매,"빵류, 과자류 및 당류 소매업",해운대구,부산광역시 해운대구 신반송로 186,129.159830786693,35.2296148123599
284,다경이네건강식품코너,소매,건강 보조식품 소매업,동구,부산광역시 동구 조방로 48,129.061061577534,35.1409860421032
285,부산떡방앗간,음식,곡물 제분업,남구,부산광역시 남구 문현로 4-1,129.071724270771,35.139873633654
286,정육공간,소매,육류 소매업,부산진구,부산광역시 부산진구 성지로 30-1,129.055105289158,35.1734701603008
287,하루미아이스크림,소매,"빵류, 과자류 및 당류 소매업",사하구,부산광역시 사하구 하신번영로 407,128.960331945734,35.1173890724928
288,새미롯데프레시부산,소매,슈퍼마켓,강서구,부산광역시 강서구 신호산단2로 21,128.877760777142,35.0870875052416
289,신농바이오팜,소매,건강 보조식품 소매업,동래구,부산광역시 동래구 명안로85번길 45,129.101915613234,35.2044125022214
290,더까까주까정관,소매,"빵류, 과자류 및 당류 소매업",기장군,부산광역시 기장군 정관읍 정관8로 8-5,129.177132277611,35.323018277166
291,아시아마트,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 삼락천로 52,128.979441252836,35.1722397069739
292,지금정육점,소매,육류 소매업,기장군,부산광역시 기장군 정관읍 방곡3로 2,129.189201827685,35.3248470912311
293,세원축산유통,소매,육류 소매업,해운대구,부산광역시 해운대구 재반로 146-43,129.128671433708,35.190383961157
294,경동상회,소매,건어물 및 젓갈류 소매업,부산진구,부산광역시 부산진구 중앙대로769번길 39,129.059719024875,35.1618560269265
295,미담떡방앗간,음식,떡류 제조업,동래구,부산광역시 동래구 명안로86번길 54,129.107408981745,35.2037764874784
