통합시군구코드,기부자명,기부금액
연제구,주식회사 로키 (ROKI),33000000
연제구,주식회사 바른씨,23700000
연제구,주식회사 바이온,54000000
연제구,주식회사 서진악세스,31903600
연제구,주식회사 세경에프앤비,30600000
연제구,주식회사 소담인터내셔널,2194500
연제구,주식회사 스위트드림,28656000
연제구,주식회사 신광식품,2992000
연제구,주식회사 신화유통,16741000
연제구,주식회사 아이비에스,12096000
연제구,주식회사 에스아이푸드,2133800
연제구,주식회사 엔젯오리진,-2147483648
연제구,주식회사 오션프렌드,6796000
연제구,주식회사 웰본,35487660
연제구,주식회사 이머징시스템,41765328
연제구,주식회사 지이스트,398917200
연제구,주식회사 참푸드,1000000
연제구,주식회사 청정한씨푸드,15083040
연제구,주식회사 파란나라,22988000
연제구,주식회사 평중,5737500
연제구,주식회사 포쉐프,10692000
연제구,주식회사 푸드어셈블,9473600
연제구,주식회사 프렌드리,8832727
연제구,주식회사 필리코인터내셔널,30672000
연제구,주식회사 하늘처럼,10710000
연제구,주식회사 한국수리미,19583820
연제구,주식회사 한우사랑,96036900
연제구,주식회사 해피센트,1075200
연제구,주식회사하늘처럼,12500000
연제구,중앙철재,400000
연제구,지에프,5438400
연제구,지우앤시우,58944000
연제구,진영무역,29657500
연제구,참존식품,6748000
연제구,청림,10030000
연제구,청호냉동,1860381
연제구,커버스 사직클럽,247200
연제구,컴커피 연산시청점,4269700
연제구,케이비인터내셔널,33705454
연제구,케이제이씨컴퍼니,13824000
연제구,코스마미,125787400
연제구,코스코리아 주식회사,7560000
연제구,코카콜라음료 주식회사,276250079
연제구,태성무역,8746500
연제구,파리바게뜨 거제시장점,13462890
연제구,파리바게뜨 부산시청,58605500
연제구,파리바게뜨(거제시장점),31211100
연제구,파리바게뜨(서면태화점),105925600
연제구,파리바게뜨(연산연일),6391200
연제구,파리바게트 교대점,16161400
연제구,파리바게트 부산시청점,4466400
연제구,파리바게트 시청점,981600
연제구,파리바게트 신리삼거리점,524400
연제구,파리바게트(연동점),24379570
연제구,파리바게트[거제월드],10086800
연제구,파리크라상(주) 연산베이킹,734541550
연제구,파리크라상(주)범일베이킹B/C,511963440
연제구,파리크라상(주)범일베이킹T/C,190051800
연제구,팔구어묵,352500
연제구,퍼시픽 아이앤이(PACIFIC INE),25620000
연제구,푸르미영농조합법인,1800000
연제구,프레시스 주식회사,969655
연제구,프리젠트주식회사,39781900
연제구,프흐미에,13000
연제구,피엔비푸드,1022000
연제구,피피이씨의령두부공장,14454000
연제구,하나유통,11138880
연제구,한국과수농업협동조합연합회,3000000
연제구,한국맥도날드유한회사,1800000
연제구,한국자산관리공사,50000000
연제구,한국토지주택공사,30053920
연제구,한국토지주택공사 부산울산지역본부,5000000
연제구,한마음영농조합법인,767000
연제구,해동시스템,1000000
연제구,현대축산유통,520000
연제구,협신자동차서비스주식회사,4829300
연제구,황금유통,6000000
영도구,(주)디앤티토탈서비스,38170000
영도구,(주)롯데리아크리스피크림부산롯데광복점,27181614
영도구,(주)매일마린,1775000
영도구,(주)신원전기,1680000
영도구,(주)에이투지건설,3750000
영도구,(주)오뚜기,269964710
영도구,(주)유원종합건설,2500000
영도구,(주)치어스,4535600
영도구,BNK 부산은행,1411000
영도구,BS금융그룹희망나눔재단,500000
영도구,OPS,168800
영도구,개인기부자,77201714
영도구,경원무역,760000
영도구,궐성종합유통,12500000
영도구,김 & 김치,5151000
영도구,남양유업,126800
영도구,농협 남항지점,770000
영도구,대교마트,1000000
영도구,대교초등학교,370000
영도구,대원사,1657000
영도구,대평초등학교,1150000
영도구,덕이네돼지국밥,5025000
영도구,던킨도너츠(동삼점),2365500
영도구,동삼초등학교,850000
영도구,떡보의하루 영도중구점,7650000
영도구,릴리웰 주식회사,28710000
영도구,메종드콘,2245760
영도구,메종드콘&뷰커피,2641600
영도구,봉삼초등학교,405000
영도구,부산개인택시반야회,1100000
영도구,부산아이파크축구단,250000
영도구,부산체육고등학교,49790000
영도구,부산항 신협,600000
영도구,삼진식품(주),27660000
영도구,새감천식품,10850000
영도구,새마을금고,5325000
영도구,새마을운동영도구지회,2597000
영도구,서울떡집,46900000
영도구,성림종합물류,1300000
영도구,세계식품(주),929348
영도구,신한씨앤에스,1000000
영도구,영도 애경,1920000
영도구,영도구여성자원봉사후원회,209000
영도구,영도구청,19943051
영도구,영도구청(주)농협중앙회,2217150
영도구,영도라이온스클럽,630000
영도구,영도문화예술회관,1905000
영도구,원광사,2500000
영도구,이가앤쿡,700000
영도구,임마누엘교회,450000
영도구,진보상사,4136365
영도구,청학초등하교,105000
영도구,파리바게뜨 동삼점,57020050
영도구,파리바게뜨 영도남항점,115874960
영도구,한국도시농업관리사협회,690000
영도구,한국자유총연맹영도구지회,516000
영도구,한일식품,120000
영도구,항만소방서 의용소방대,1537000
영도구,해양환경교육원,1415000
영도구,황보승희 국회의원 사무실,4548000
중구,(주)오뚜기,1130842270
중구,(주)케이유통,1544000
중구,가락상사,24441976
중구,개인기부자,44341380
중구,다은상사,23683563
중구,또아식빵,5962900
중구,롯데삼동복지재단,19498500
중구,롯데제과(주),304078778
중구,명신양행,1600000
중구,미도유통,10566392
중구,북부산 상사,25662229
중구,비엔씨 제과,1600000
중구,서기영 베이커리,939160
중구,세광,22500000
중구,수정오뚜기,41867722
중구,신거제푸르밀대리점,5341200
중구,아모스,7872000
중구,아이유피쉬몰,3000000
중구,유림종합물류,15966410
중구,으뜸유통주식회사,90400
중구,쥬비샵,15390000
중구,진보상사(오뚜기),4496790
중구,진성물산,8800000
중구,진스F&B,5315000
중구,춘하추동관광협동초합,7630000
중구,충무오뚜기식품,12570498
중구,카페 밀한줌,3642200
중구,케이제이씨컴퍼니,8184000
중구,코코식빵,2949300
중구,파리바게뜨 광복점,4499610
중구,파리바게뜨 남포점,49655010
중구,파리바게뜨 대청점,30086360
중구,파리바게뜨 부평점,10637350
중구,파리바게뜨 부평중앙점,11455610
중구,파리바게뜨 자갈치점,582430
중구,파리바게뜨 중앙역점,18181800
중구,파리바게뜨(자갈치점),1690780
중구,프랑가스트,63754800
해운대구,(사)이웃나눔회,32260000
해운대구,(주)고래사,22900000
해운대구,(주)나나드림,7800000
해운대구,(주)동부청과,9735500
해운대구,(주)동성리테일,4828400
해운대구,(주)디앤디이,6051780
해운대구,(주)디엔디이,7611140
해운대구,(주)리듬엔베이커리,1319600
해운대구,(주)비오비,26276600
해운대구,(주)소맥베이커리,48249600
해운대구,(주)예백디앤씨,3000000
해운대구,(주)오뚜기,246673359
해운대구,(주)제이제이씨 네트웍스(송사부),17190660
해운대구,(주)팔도,6401440
해운대구,(주)한국말렌카,1620000
해운대구,(주)한아트레이딩,2160000
해운대구,BBINNOVATION(비비),40355900
해운대구,GS슈퍼 대동점,184064166
해운대구,Q마트,1700000
해운대구,S&J 베이커리,4548000
해운대구,S&J베이커리,13092000
해운대구,감성축산,5010000
해운대구,갓식빵,4611000
해운대구,개인기부자,128676059
해운대구,고메빵집,88096750
해운대구,궐성종합유통,10400000
해운대구,그랑제리 마린시티점,14772000
해운대구,꽃가람,169600
해운대구,녹원푸드,3924000
해운대구,농업회사법인 이디프(주) 중앙79,1760000
해운대구,농협반여공판장채소부,800000
해운대구,농협은행(주) 해운대지점,5250000
해운대구,뉴벨브레드,18637900
해운대구,늘푸드앤시스템(천일식품),1260000
해운대구,대가 F&C,3000000
해운대구,대영유통,357500
해운대구,더데이지,147029586
해운대구,더데이지 중앙하이츠점,36060660
해운대구,데일리팡,18641500
해운대구,도담도담식빵  해운대점,87000
해운대구,도담도담식빵 우동점,614500
해운대구,도담도담식빵 해운대우동점,818000
해운대구,도레도레센텀점,278000
해운대구,도레도레청사포점,299500
해운대구,동아오츠카(주),580200
해운대구,떡굽는사람맛디댜,1248000
해운대구,또아식빵,41731770
해운대구,뚜레쥬르 마린점,22326100
해운대구,뚜레쥬르 반여점,6433350
해운대구,뚜레쥬르 센텀점,94370520
해운대구,뚜레쥬르 장산역점,119019393
해운대구,뚜레쥬르 중동점,3506300
해운대구,뚜레쥬르센텀점,23060110
해운대구,라두스쌀빵,6106200
해운대구,라메종드쇼콜라,2520000
해운대구,롤링핀 센텀점,25082900
해운대구,롤링핀 장산점,67880500
해운대구,롤링핀 홈플러스(HP)센텀시티,21564300
해운대구,롤링핀(h스위트점),17453400
해운대구,롯데삼동복지재단,20008860
해운대구,마조아 베이커리,2000000
해운대구,마조아베이커리,38499710
해운대구,미식가의구이안락점,1811700
해운대구,미진이엔씨,3597600
해운대구,미포끝집해운대소문난전복장어구이,17164000
해운대구,바죠성경식품,90000
해운대구,베니제과(코트도르 장산),16993070
해운대구,베니제과점(코트도르 장산),20861500
해운대구,베이킹타임 재송점,39673060
해운대구,부산중앙청과,14923500
해운대구,브라운커널 해운대점,627000
해운대구,브리오슈도레 해운대점,1663600
해운대구,빠아앙,11738140
해운대구,빵장수단팥빵,47897000
해운대구,빵장수단팥빵 센텀점,8453500
해운대구,사회복지공동모금회,45850000
해운대구,삼성빅마트,45000
해운대구,삼진식품(주),21446350
해운대구,새운산업(주),1850000
해운대구,서울우유,1405000
해운대구,선진유통,182980
해운대구,소담베이커리,44123145
해운대구,스프레드,4102500
해운대구,아네토,40290690
해운대구,아슬란,10121905
해운대구,아슬란 베이커리,98598040
해운대구,에끄로와,10527500
해운대구,영광이네,5987200
해운대구,영원무역,24196356
해운대구,오뚜기,10588167
해운대구,오연당,24345700
해운대구,옵스 신도시점,10451900
해운대구,옵스 카멜리아오뜨점,21131380
해운대구,유동커피,33974300
해운대구,유동커피 센텀점,7169300
해운대구,유동커피장산,24201900
해운대구,윤베이커리,26052000
해운대구,은하상사,1853300
해운대구,익명단체,900000
해운대구,자미당 장산점,4133300
해운대구,자연드림 좌동점,68078441
해운대구,정관과일도소매센터,776200
해운대구,젠틀맨플라워,23820000
해운대구,주식회사 소셜빈,12492000
해운대구,주식회사 쿱스토어부산(마린시티),51254140
해운대구,주식회사신일씨제이,204000
해운대구,지파운데이션,66508000
해운대구,진피부과,2596600
해운대구,총각떡집,500000
해운대구,카페해운대1994,1038000
해운대구,커브스우동클럽,436170
해운대구,커브스재송클럽,379550
해운대구,케이엔엘,32236050
해운대구,코트도르 마린시티,4188200
해운대구,쿱스토어 마린점,2233240
해운대구,쿱스토어 장산점,26149260
해운대구,태산유통(도은호),5235641
해운대구,태양라이온스클럽,1300000
해운대구,태평양FS,344000
해운대구,파리바게뜨 장산점,3374800
해운대구,파리바게뜨 좌동,130350860
해운대구,파리바게뜨 해운대센텀점,14710200
해운대구,파리바게뜨 해운대센텀점.,4045600
해운대구,파리바게트 마린점,78787906
해운대구,파리바게트 반여점,117873830
해운대구,파리바게트 장산현대점,47698400
해운대구,파리바게트 재송점,129931000
해운대구,파리바게트 좌동점,13806200
해운대구,파리바게트 팔레드시즈점,23008120
해운대구,파리바게트 해운대센텀점,7050320
해운대구,파리바게트 해운대수비점,63072700
해운대구,파리바게트 해운대장산점,318081850
해운대구,파리바게트센텀재송지점,22722700
해운대구,파리바게트해운대센텀점,34237060
해운대구,파티세리 곽,47074000
해운대구,파티쉐리 곽,7576000
해운대구,퐁데자르,745000
해운대구,프럼 준,3799000
해운대구,프럼준,1184000
해운대구,플라잉스콘,100631420
해운대구,한케이크,616600
해운대구,해운대구청,122281150
해운대구,해운대구청 주민복지과,38065200
해운대구,해운대라이온스클럽,1250000
해운대구,해운대제일교회,2400000
해운대구,해운대종합사회복지관,363534839
해운대구,홈플러스 센텀시티점,620000
해운대구,홈플러스 이파란재단,1116000
해운대구,홍루이젠,2800300
